scenario,seed,week,network_type,nodes,edges,connected_nodes,isolates,components,density_full_population,average_degree_full_population,mean_degree_population,mean_degree_connected_subgraph,average_clustering,transitivity,degree_assortativity,gcc_nodes,gcc_edges,gcc_share_of_connected_nodes,gcc_diameter,gcc_radius,gcc_average_shortest_path,gcc_clustering,gcc_transitivity,market_assortativity,cluster_assortativity,same_cluster_edge_share
no_coordination,6406,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6406,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6406,4,familiarity,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
no_coordination,6406,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6406,8,familiarity,8,4,8,0,4,0.14285714285714285,1.0,1.0,1.0,0.0,0.0,,2,1,0.25,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
no_coordination,6406,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6406,13,familiarity,39,23,39,0,16,0.0310391363022942,1.1794871794871795,1.1794871794871795,1.1794871794871795,0.0,0.0,0.02645502645502633,5,4,0.1282051282051282,3.0,2.0,1.8,0.0,0.0,0.9999999999999998,0.9039665970772444,0.9130434782608695
no_coordination,6406,13,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6406,26,familiarity,162,143,162,0,38,0.010965416762518212,1.7654320987654322,1.7654320987654322,1.7654320987654322,0.09725123984383244,0.16831683168316833,-0.05052360181538857,19,28,0.11728395061728394,4.0,2.0,2.146198830409357,0.2935222672064777,0.20300751879699247,1.0,0.9162161442381955,0.9230769230769231
no_coordination,6406,26,social,9,5,9,0,4,0.1388888888888889,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,-0.2500000000000021,3,2,0.3333333333333333,2.0,1.0,1.3333333333333333,0.0,0.0,1.0,1.0,1.0
no_coordination,6406,39,familiarity,325,331,325,0,54,0.006286799620132954,2.036923076923077,2.036923076923077,2.036923076923077,0.10023746339130954,0.18906394810009267,-0.09939611386532386,28,28,0.08615384615384615,7.0,4.0,3.753968253968254,0.03979591836734694,0.03488372093023256,1.0,0.9419708295794882,0.945619335347432
no_coordination,6406,39,social,26,24,26,0,7,0.07384615384615385,1.8461538461538463,1.8461538461538463,1.8461538461538463,0.39743589743589747,0.5172413793103449,0.23658051689860818,7,9,0.2692307692307692,3.0,2.0,1.7619047619047619,0.619047619047619,0.5,1.0,1.0,1.0
no_coordination,6406,52,familiarity,470,567,470,0,44,0.005144490314385519,2.4127659574468083,2.4127659574468083,2.4127659574468083,0.13649675279525092,0.19900497512437812,-0.17154284391517377,44,60,0.09361702127659574,10.0,5.0,4.1723044397463,0.22505411255411253,0.20388349514563106,0.9999999999999998,0.9309512916805175,0.9347442680776014
no_coordination,6406,52,social,55,52,55,0,14,0.035016835016835016,1.8909090909090909,1.8909090909090909,1.8909090909090909,0.28545454545454546,0.39759036144578314,0.03213345039508361,10,14,0.18181818181818182,5.0,3.0,2.2,0.4333333333333333,0.40540540540540543,1.0,1.0,1.0
no_coordination,6407,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6407,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6407,4,familiarity,6,3,6,0,3,0.2,1.0,1.0,1.0,0.0,0.0,,2,1,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
no_coordination,6407,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6407,8,familiarity,18,10,18,0,8,0.06535947712418301,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,-0.2500000000000021,3,2,0.16666666666666666,2.0,1.0,1.3333333333333333,0.0,0.0,1.0000000000000002,1.0,1.0
no_coordination,6407,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6407,13,familiarity,54,34,54,0,20,0.023759608665269043,1.2592592592592593,1.2592592592592593,1.2592592592592593,0.0,0.0,-0.31300813008130146,5,4,0.09259259259259259,3.0,2.0,1.8,0.0,0.0,1.0,0.9035460992907802,0.9117647058823529
no_coordination,6407,13,social,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
no_coordination,6407,26,familiarity,156,119,156,0,44,0.009842845326716294,1.5256410256410255,1.5256410256410255,1.5256410256410255,0.050946275946275946,0.12162162162162163,-0.1071522968758258,15,15,0.09615384615384616,6.0,3.0,2.8380952380952382,0.04761904761904761,0.08823529411764706,1.0,0.8923807370562965,0.8991596638655462
no_coordination,6407,26,social,11,6,11,0,5,0.10909090909090909,1.0909090909090908,1.0909090909090908,1.0909090909090908,0.0,0.0,-0.2000000000000022,3,2,0.2727272727272727,2.0,1.0,1.3333333333333333,0.0,0.0,0.9999999999999999,0.9999999999999999,1.0
no_coordination,6407,39,familiarity,306,318,306,0,40,0.006814529090324655,2.0784313725490198,2.0784313725490198,2.0784313725490198,0.0792823008509283,0.1510574018126888,-0.12119076629235682,32,36,0.10457516339869281,6.0,4.0,3.1653225806451615,0.029712301587301586,0.07317073170731707,1.0,0.8822820154841985,0.889937106918239
no_coordination,6407,39,social,28,18,28,0,10,0.047619047619047616,1.2857142857142858,1.2857142857142858,1.2857142857142858,0.0,0.0,-0.10526315789473745,7,6,0.25,4.0,2.0,2.0952380952380953,0.0,0.0,1.0,1.0,1.0
no_coordination,6407,52,familiarity,480,591,480,0,43,0.0051409185803757826,2.4625,2.4625,2.4625,0.13626939520031625,0.18206106870229008,-0.15058688759832461,53,76,0.11041666666666666,6.0,4.0,3.1132075471698113,0.14110732035260337,0.14742014742014742,0.9999999999999999,0.8795616441689429,0.8866328257191202
no_coordination,6407,52,social,47,33,47,0,15,0.030527289546716005,1.4042553191489362,1.4042553191489362,1.4042553191489362,0.04397163120567376,0.07894736842105263,-0.13682157946051332,11,11,0.23404255319148937,3.0,2.0,2.1636363636363636,0.1878787878787879,0.1111111111111111,1.0,1.0,1.0
no_coordination,6408,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6408,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6408,4,familiarity,4,2,4,0,2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,,2,1,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
no_coordination,6408,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6408,8,familiarity,20,11,20,0,9,0.05789473684210526,1.1,1.1,1.1,0.0,0.0,-0.2222222222222209,3,2,0.15,2.0,1.0,1.3333333333333333,0.0,0.0,1.0,1.0,1.0
no_coordination,6408,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6408,13,familiarity,68,42,68,0,26,0.018437225636523266,1.2352941176470589,1.2352941176470589,1.2352941176470589,0.0,0.0,-0.183868169991327,6,5,0.08823529411764706,3.0,2.0,1.8666666666666667,0.0,0.0,1.0000000000000002,0.9741776821395634,0.9761904761904762
no_coordination,6408,13,social,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
no_coordination,6408,26,familiarity,210,180,210,0,44,0.008202323991797676,1.7142857142857142,1.7142857142857142,1.7142857142857142,0.04404040404040404,0.0949367088607595,-0.11035677497893052,20,20,0.09523809523809523,4.0,2.0,2.463157894736842,0.05575757575757576,0.036585365853658534,1.0,0.9292904493002702,0.9333333333333333
no_coordination,6408,26,social,19,11,19,0,8,0.06432748538011696,1.1578947368421053,1.1578947368421053,1.1578947368421053,0.0,0.0,-0.2622950819672133,4,3,0.21052631578947367,2.0,1.0,1.5,0.0,0.0,1.0,1.0,1.0
no_coordination,6408,39,familiarity,381,435,381,0,42,0.0060091172813924575,2.283464566929134,2.283464566929134,2.283464566929134,0.11751581751581752,0.1518987341772152,-0.19281413412296247,39,56,0.10236220472440945,7.0,4.0,3.5668016194331984,0.0742979242979243,0.125,1.0000000000000002,0.922363452818508,0.9264367816091954
no_coordination,6408,39,social,52,38,52,0,17,0.02865761689291101,1.4615384615384615,1.4615384615384615,1.4615384615384615,0.14423076923076922,0.28125,-0.05555555555555488,8,8,0.15384615384615385,4.0,2.0,2.142857142857143,0.1875,0.23076923076923078,1.0,0.9708029197080291,0.9736842105263158
no_coordination,6408,52,familiarity,571,773,571,0,40,0.004750053768396473,2.7075306479859895,2.7075306479859895,2.7075306479859895,0.14983322577741218,0.1895994028365265,-0.22374903780852462,85,107,0.14886164623467601,10.0,5.0,4.794677871148459,0.08983480571715866,0.14587737843551796,0.9999999999999999,0.9086522901305282,0.9133247089262613
no_coordination,6408,52,social,81,73,81,0,19,0.022530864197530864,1.8024691358024691,1.8024691358024691,1.8024691358024691,0.1683127572016461,0.30275229357798167,-0.01832603938730841,10,13,0.12345679012345678,4.0,2.0,1.9777777777777779,0.3466666666666667,0.3157894736842105,0.9999999999999998,0.9550077041602464,0.958904109589041
no_coordination,6409,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6409,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6409,4,familiarity,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
no_coordination,6409,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6409,8,familiarity,22,12,22,0,10,0.05194805194805195,1.0909090909090908,1.0909090909090908,1.0909090909090908,0.0,0.0,-0.2000000000000022,3,2,0.13636363636363635,2.0,1.0,1.3333333333333333,0.0,0.0,1.0,0.904382470119522,0.9166666666666666
no_coordination,6409,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6409,13,familiarity,49,33,49,0,18,0.02806122448979592,1.346938775510204,1.346938775510204,1.346938775510204,0.04489795918367347,0.2222222222222222,0.18992248062015515,8,9,0.16326530612244897,4.0,2.0,2.0,0.275,0.3333333333333333,1.0,0.8960629921259841,0.9090909090909091
no_coordination,6409,13,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6409,26,familiarity,157,136,157,0,38,0.01110566715662257,1.732484076433121,1.732484076433121,1.732484076433121,0.07750985744616318,0.16666666666666666,-0.08097826086956568,17,25,0.10828025477707007,4.0,3.0,2.1911764705882355,0.2728758169934641,0.23529411764705882,1.0,0.9110397526239113,0.9191176470588235
no_coordination,6409,26,social,13,7,13,0,6,0.08974358974358974,1.0769230769230769,1.0769230769230769,1.0769230769230769,0.0,0.0,-0.16666666666666768,3,2,0.23076923076923078,2.0,1.0,1.3333333333333333,0.0,0.0,0.9999999999999997,0.9999999999999997,1.0
no_coordination,6409,39,familiarity,303,323,303,0,51,0.007059646361987192,2.132013201320132,2.132013201320132,2.132013201320132,0.11138572648473638,0.24632670700086431,0.01295500767857891,26,51,0.0858085808580858,5.0,3.0,2.3384615384615386,0.3168901611209304,0.3573667711598746,1.0,0.9195495939599928,0.9256965944272446
no_coordination,6409,39,social,33,25,33,0,10,0.04734848484848485,1.5151515151515151,1.5151515151515151,1.5151515151515151,0.1111111111111111,0.23076923076923078,-0.09511889862327909,7,7,0.21212121212121213,3.0,2.0,1.9523809523809523,0.3095238095238095,0.2727272727272727,1.0,1.0,1.0
no_coordination,6409,52,familiarity,452,565,452,0,41,0.005543237250554324,2.5,2.5,2.5,0.12777606230389182,0.23153618906942394,-0.0793792078397215,88,98,0.19469026548672566,13.0,7.0,5.943573667711599,0.05454545454545454,0.0743801652892562,1.0,0.91276005827185,0.9185840707964602
no_coordination,6409,52,social,57,54,57,0,13,0.03383458646616541,1.894736842105263,1.894736842105263,1.894736842105263,0.09181286549707603,0.2755102040816326,0.038664812239221524,10,13,0.17543859649122806,4.0,2.0,2.1777777777777776,0.20666666666666664,0.375,1.0000000000000002,0.9780621572212066,0.9814814814814815
